Date,Open,High,Low,Close,Volume
2014-08-27,41.2914,41.2914,40.7859,40.85, 1667800
2014-08-26,41.1088,41.2156,40.9593,41.18, 1237600
2014-08-25,41.2097,41.4019,40.9961,41.11, 1352000
2014-08-22,41.2151,41.3147,40.9161,41.03, 2012600
2014-08-21,41.5434,41.6288,41.2658,41.28, 1717300
2014-08-20,41.5229, 41.587,41.2523,41.53, 2581500
2014-08-19,41.6615,41.8253,41.4052,41.69, 1667800
2014-08-18,41.1118,41.7312,40.8271,41.66, 3860700
2014-08-15,41.9653,42.0436,40.8263,40.99, 7799200
2014-08-14,39.0019,39.6071, 38.767, 39.6, 4862900
2014-08-13,38.7864,39.1353,  38.58,   39, 2406400
2014-08-12,39.1427,39.1996,38.6515,38.68, 3693700
2014-08-11,39.4709,39.6204,39.2003, 39.3, 1751300
2014-08-08,39.3798, 39.387,39.0594,39.33, 2468900
2014-08-07,39.8521,39.8663,39.1402,39.19, 2276600
2014-08-06,39.3137,39.6625,39.0788,39.57, 2193200
2014-08-05,39.7999,39.9494,39.2303,39.33, 2422600
2014-08-04,40.0002,40.1497, 39.573,40.05, 1338700
2014-08-01,39.7064,40.1549, 39.564,39.92, 2238800
2014-07-31,40.0225,40.2788,39.7449,39.93, 3785900
2014-07-30,40.0214,40.4414, 39.879,40.42, 1917100
2014-07-29,40.0751,40.1249,39.7832,39.89, 2800300
2014-07-28,40.2124,40.2408,39.7853,40.07, 2111300
2014-07-25,40.2329,40.3895,40.1119,40.24, 2404000
2014-07-24, 41.001,41.1006,40.3675,40.46, 3543100
2014-07-23,41.3656, 41.508,40.8958,40.91, 2032100
2014-07-22,40.5774,41.4103,40.5418,41.09, 3371600
2014-07-21,39.7649,40.5408,39.7151,40.37, 2773500
2014-07-18,39.4504,40.0412,39.3578,39.97, 2385300
2014-07-17,40.1997, 40.221,39.2529,39.26, 6156900
2014-07-16, 40.493,40.6497,40.4575,40.55, 2612200
2014-07-15,40.3685,40.4966,39.9769,40.34, 2928100
2014-07-14,40.5212, 40.628,40.3076,40.45, 2079900
2014-07-11,40.0978,40.3897,39.9697,40.29, 1654300
2014-07-10, 40.163,40.3197,39.8782,40.22, 1662600
2014-07-09,40.6168,40.6382,40.2395,40.51, 1787300
2014-07-08,41.1813,41.2453,40.5262,40.69, 2259000
2014-07-07, 41.437,41.4726,41.1878,41.38, 1327000
2014-07-03,41.4278, 41.677,41.3067,41.62,  839800
2014-07-02, 41.387,41.7145,41.1378,41.33, 1978200
2014-07-01,41.1069,41.6053,40.8506,41.47, 2811100
2014-06-30,40.9327,41.1178,40.7049,40.89, 1837500
2014-06-27,40.9442,41.3856,40.7022,40.93, 2123600
2014-06-26,41.1908,41.2405,40.7717,41.07, 1541200
2014-06-25,40.9143,41.2623,40.7723,41.17, 1482600
2014-06-24,41.2199,41.5467,40.9003,40.95, 1573900
2014-06-23,41.6961,41.8027,41.1706,41.27, 2007000
2014-06-20,41.0795, 41.946,41.0795,41.74, 2837100
2014-06-19, 42.052,42.2935,41.3061,41.64, 4403000
2014-06-18,41.8088,42.1355,41.5744, 42.1, 1558400
2014-06-17,41.3839,42.0444,41.3271,41.81, 1857200
2014-06-16,41.5976,41.8035,41.2993,41.42, 1641800
2014-06-13,41.5713,41.8128,41.3227,41.55, 1474800
2014-06-12,41.8351,41.9062,41.3379,41.48, 2345800
2014-06-11,41.4281,41.9963,41.4139,41.84, 1972000
2014-06-10,42.0218,42.0857,41.6098,41.83, 1772400
2014-06-09,41.9111,42.3231, 41.698,42.11, 1661900
2014-06-06,41.6046,42.1018,41.4555,41.91, 1797500
2014-06-05,40.8032,41.7265,40.7748,41.62, 2562700
2014-06-04,40.5045,40.8313,40.4619,40.81, 1597800
2014-06-03, 40.292,40.8318,40.2565,40.64, 2575500
2014-06-02,40.4597, 40.481,39.9909,40.41, 1782200
2014-05-30,40.3903,40.5607,39.9428,40.44, 3561000
2014-05-29,40.6163,40.7583,40.2327,40.46, 2179100
2014-05-28,40.0629,40.6452,39.9918,40.56, 2518800
2014-05-27,39.9913,40.1262,39.7925,39.97, 1664500
2014-05-23,39.5236,39.9284,39.1898, 39.9, 4907800
2014-05-22,39.0664,39.5708,38.9883,39.45, 2357200
2014-05-21,38.7688,39.1665,38.6693,39.06, 1541000
2014-05-20,38.9778,39.0417, 38.509,38.58, 2572500
2014-05-19,38.9903,39.2247,38.8482,39.04, 3833500
2014-05-16,38.6354, 39.161,38.3015,39.09, 3363300
2014-05-15,38.7781, 39.879,38.1744, 38.7, 8024800
2014-05-14,40.3306,40.3377,39.5635,39.67, 3622100
2014-05-13,40.2279,40.4766,40.0645,40.37, 2048800
2014-05-12,39.4804,40.2192,39.4023,40.07, 2854900
2014-05-09,39.2477,39.5105,38.9281,39.34, 1800500
2014-05-08,39.0882,39.8767,38.8467,39.28, 3088300
2014-05-07, 39.161, 39.161,38.5501,39.09, 3102400
2014-05-06,39.1197,39.3825,38.6794,39.07, 3109400
2014-05-05,38.5755,39.3142,38.2772, 39.3, 2918000
2014-05-02,38.7116,39.0596,38.4204,38.74, 2909100
2014-05-01,38.3135,38.9741,38.1147,38.69, 2058400
2014-04-30,37.9468,38.4013,37.6556,38.38, 2346700
2014-04-29,37.8529,38.0376,36.9153,37.86, 4688600
2014-04-28,38.9554,39.0123,37.5421,38.16, 4206600
2014-04-25,39.2408,39.2408,38.4027,38.63, 2209500
2014-04-24,39.2245,39.4304,38.7487,39.26, 2525300
2014-04-23,38.9564,39.2049,38.7575,39.07, 1250100
2014-04-22,38.8482,39.4874,38.7275,39.04, 2062700
2014-04-21,38.7932,38.9281,38.5943,38.85, 1657900
2014-04-17,38.1736,38.9905,38.0812,38.82, 2882700
2014-04-16,38.0377,38.1939,37.8246,38.13, 1738400
2014-04-15,37.5282,37.8976,36.9032,37.72, 3037200
2014-04-14,37.7836,37.8262,37.1585, 37.4, 3971200
2014-04-11,38.1334,38.3891,37.3948,37.48, 3623600
2014-04-10,39.4696,39.5193,38.2835,38.39, 2749000
2014-04-09,39.3777,39.4984,38.6248,39.47, 2820500
2014-04-08,38.4111,38.9709,38.1348,38.73, 2575800
2014-04-07,39.3674,39.4382,38.2195,38.51, 3613100
2014-04-04, 40.454,40.5532,39.3558,39.37, 3226200
2014-04-03,40.2204,40.4826,39.8662, 40.1, 2241000
2014-04-02,39.9729,40.1713, 39.817,40.15, 2683500
2014-04-01,39.8166,40.1142,39.5616,39.93, 2922800
2014-03-31,38.9469,39.7121,38.6635,39.62, 3062700
2014-03-28,38.8634,39.1468,38.5587,38.75, 2805600
2014-03-27,39.3948,39.3948, 38.417,38.75, 4151800
2014-03-26, 39.253, 39.671,39.0829,39.09, 3579900
2014-03-25,39.3209,39.8239,38.9525,39.08, 2414800
2014-03-24,39.7411,39.8474,38.7348,39.16, 2776000
2014-03-21,40.5123,40.9374,39.6479,39.74, 3862500
2014-03-20,40.0666, 40.343,39.7973,40.18, 2528100
2014-03-19,40.1938,40.4985,39.8111,40.13, 2522600
2014-03-18, 39.659,40.2542,39.5669,40.24, 1810000
2014-03-17, 39.455,39.9722,39.3132,39.54, 2009600
2014-03-14,39.4004,39.6626,39.1312,39.28, 2439800
2014-03-13,40.4981,40.6682,39.5133,39.57, 3241700
2014-03-12,40.0474,40.4442, 39.686,40.43, 2309900
2014-03-11,41.2608,41.3104,40.0349,40.29, 4783500
2014-03-10,41.2992,41.3346,40.8103, 41.2, 3583600
2014-03-07,41.8434,41.9426,40.7524,41.39, 4539600
2014-03-06,41.3708,42.0297,41.1936,41.64, 7240000
2014-03-05,40.8962,41.1017,40.7899,40.96, 4352700
2014-03-04,40.5432,41.0959,40.3732,40.94, 3973000
2014-03-03, 39.762,40.4705,39.5282,40.18, 3478800
2014-02-28,39.9999,40.4675,39.9644,40.34, 3998000
2014-02-27,40.3976,40.5818,39.8096,39.93, 4367100
2014-02-26, 40.375,40.8285, 40.212,40.46, 3356500
2014-02-25,40.2462,40.7918,40.2108,40.31, 4718400
2014-02-24,39.9974, 40.373, 39.962,40.21, 3345100
2014-02-21,40.5648,40.6711,39.9058,39.92, 3365300
2014-02-20,39.7752,40.7671,39.7115,40.59, 6471500
2014-02-19, 38.981,40.1431, 38.903,39.64, 6764600
2014-02-18, 39.243,39.7107,38.9454,39.08, 9161500
2014-02-14,40.4963,40.9357,38.8807,39.15,24946900
2014-02-13,42.1236,42.7826,42.0669,42.57, 4323600
2014-02-12,42.5179,42.8439,42.2841,42.44, 3280800
2014-02-11,41.8028,42.5113,41.7178,42.32, 2985800
2014-02-10,41.9942,42.1147,41.2999,41.81, 2461200
2014-02-07,41.4198,42.1354, 41.186, 42.1, 2749600
2014-02-06,40.7473,41.3425,40.7119, 41.3, 2250100
2014-02-05,40.7963,40.8813, 40.357,40.69, 3192900
2014-02-04,39.9043,41.0096,39.7413,40.96, 4070800
2014-02-03,41.2073,41.4411,39.7404,39.79, 4095200
2014-01-31,41.5259,41.9085,41.1291, 41.2, 4804200
2014-01-30,41.3976,42.5952,41.3976,42.17, 5233000
2014-01-29,40.8642,41.2539,40.6799,40.85, 3023900
2014-01-28,41.4534,41.7227,41.0354,41.17, 3545300
2014-01-27,41.0266,41.3596,40.3747,41.31, 6527300
2014-01-24,41.9565,42.1265,40.8866,   41, 3713500
2014-01-23,42.8557,42.8769,42.0975,42.14, 4282800
2014-01-22,43.0921,43.3755,43.0141,43.17, 3871600
2014-01-21,43.0066,43.1413,42.4185,43.12, 4205900
2014-01-17, 43.105, 43.105,42.7507,43.02, 2375900
2014-01-16,42.6858,  42.87, 42.544,42.87, 2566700
2014-01-15,42.3816,42.7713,42.2186,42.75, 3264600
2014-01-14,41.9198,42.4796,41.8206,42.43, 3582000
2014-01-13,41.6466,41.8805,41.5261,41.76, 4119500
2014-01-10,41.4624,41.8167,41.2002,41.76, 2269200
2014-01-09,41.3829,41.5813,41.0073,41.39, 2457100
2014-01-08, 40.619,41.4763,40.5056,41.37, 3718000
2014-01-07,40.3557,40.8376,40.3415,40.71, 2045600
2014-01-06,40.6685, 40.881,40.0733,40.13, 2484700
2014-01-03,39.9545,40.6347,39.8624,40.33, 2609600
2014-01-02,40.4606,40.4606,39.7875,39.83, 2678800
2013-12-31,40.7042,40.7751,40.4421,40.52, 1316100
2013-12-30,40.4187,40.7092,40.3266,40.61, 1576900
2013-12-27,40.5525,40.6871,40.4746,40.51,  913000
2013-12-26,40.4645,40.7967,40.4645,40.62,  998700
2013-12-24,40.6509,40.7286,40.4176,40.46, 1090000
2013-12-23,40.6164,40.7648,40.3831,40.68, 2206700
2013-12-20,40.6306, 40.772,40.2347,40.27, 4129700
2013-12-19,40.6943,40.8781,40.3409,40.56, 2646700
2013-12-18,39.9375,40.9553,39.8456,40.92, 5782500
2013-12-17,39.5602,40.5004,39.4541,39.85, 4484800
2013-12-16,39.0571,39.4388,38.9298,39.05, 2356300
2013-12-13,39.1314,39.5131,38.8062,38.99, 2827600
2013-12-12,38.6246,39.2538,38.3913,39.07, 3794600
2013-12-11,39.1306,39.3709,38.6569,38.77, 3277800
2013-12-10, 38.816,39.2048,38.6181,39.12, 3253000
2013-12-09,38.7362,39.1815,38.6938,38.92, 2961700
2013-12-06,38.0036,38.8307,38.0036,38.76, 4268500
2013-12-05, 37.714,38.0321,37.5514,37.82, 2530900
2013-12-04,37.3568,38.0567, 37.272,37.88, 3377300
2013-12-03,37.4129,37.5897,37.1584,37.42, 3462700
2013-12-02,37.8038,37.9452,37.5493,37.62, 2040000
2013-11-29,38.0679,38.1528,37.7922,37.87, 1216800
2013-11-27,38.0188,38.1743,37.9198,38.04, 1663300
2013-11-26,37.6543, 38.128,37.6331,37.93, 4468400
2013-11-25, 38.257,38.2712,37.4864,37.55, 2446800
2013-11-22,38.2467,38.4164,37.9993,38.07, 2671300
2013-11-21,38.0379,38.5682,37.9672,38.25, 3379800
2013-11-20,38.0521, 38.356,37.7976,37.84, 3245500
2013-11-19, 37.944,38.3116,37.8591,38.05, 3457300
2013-11-18,38.4928,38.8675,37.9414,38.21, 5775800
2013-11-15,38.1938,39.4026,37.9534,38.83,15398000
2013-11-14,36.1966,36.1966,35.6027,35.73, 3963200
2013-11-13,35.9808,36.2707,35.8182, 36.2, 2949900
2013-11-12,   36.2,36.3414,35.8889, 36.2, 3295400
2013-11-11,35.7963,36.3478,35.7185,36.27, 2774300
2013-11-08,35.4475,36.0131,35.3556, 35.9, 2601100
2013-11-07,36.1081,36.1929,35.2316,35.38, 4961200
2013-11-06, 36.186,36.2779,35.9103,36.08, 1997300
2013-11-05,36.1788, 36.306,35.9455, 36.2, 2206200
2013-11-04,36.3272,36.3767,36.0162, 36.2, 1971000
2013-11-01,35.9928,36.4593,35.9362,36.12, 2699500
2013-10-31,36.1557,36.2829,35.6609,35.88, 2649900
2013-10-30,36.5912,36.6337, 35.955,36.16, 1901300
2013-10-29,36.4227,36.6914,36.2177,36.55, 1669200
2013-10-28,36.6121,36.7464,36.1384, 36.4, 2486600
2013-10-25,36.2953,36.6983,36.1186,36.67, 3352800
2013-10-24,35.8219,36.2107,35.8219,36.14, 2496700
2013-10-23,35.8878,35.9726,35.5625,35.81, 3283300
2013-10-22,36.8335,36.9042,35.9427,36.07, 5984100
2013-10-21,37.4922,37.5629,36.6864,36.75, 3573800
2013-10-18,37.4176,37.6367,37.2055,37.46, 4027500
2013-10-17,36.2303,37.2553,36.1455,37.22, 4960700
2013-10-16,36.2096, 36.754,36.0117,36.45, 3478200
2013-10-15,36.1114,36.1892,35.7721,35.97, 2742700
2013-10-14,36.1969,36.3595,35.7091,36.31, 2950500
2013-10-11,  35.97,36.5285,35.8144,36.38, 2098300
2013-10-10,35.5551,36.1985,35.5551,36.05, 3392000
2013-10-09,35.5079, 35.614,34.9141,35.31, 3398000
2013-10-08,36.1823,36.2884,35.2703,35.44, 3367200
2013-10-07,36.2985,36.4752,36.1076,36.15, 1932200
2013-10-04,36.1787,36.6666, 36.108,36.61, 2611300
2013-10-03,36.4535,36.4606,35.9939, 36.1, 2626100
2013-10-02,36.4741, 36.559,36.1631,36.46, 2825100
2013-10-01,35.8417,36.8172,35.8417,36.69, 4189800
2013-09-30,36.0674,36.4916,35.8765,36.23, 3704700
2013-09-27,36.6485,36.8323,36.3374, 36.5, 2949900
2013-09-26,36.6483,36.7612,36.2956,36.74, 3747100
2013-09-25,36.3907,36.7716,36.2849,36.56, 4005400
2013-09-24,36.3971,36.6157,36.1079,36.39, 3080900
2013-09-23,36.6093, 36.842,36.2355,36.44, 3798200
2013-09-20,35.9901,36.9493,35.9548,36.78,14947300
2013-09-19,37.3284,37.7164,35.7978,35.96,25368700
2013-09-18, 34.402,34.8112,34.0634,34.79, 2857800
2013-09-17,34.3713,34.7874,34.2937,34.47, 2206600
2013-09-16,34.6057,34.6904,34.2671,34.38, 2600100
2013-09-13,34.2787,34.2929,34.0178,34.18, 2993300
2013-09-12,34.4875,34.5157,34.1983,34.29, 2053000
2013-09-11,34.2761,34.5723,34.0081,34.53, 2493200
2013-09-10,33.8803,34.3246,33.8803,34.24, 2546200
2013-09-09,33.5661,33.8905,33.3545,33.82, 2333100
2013-09-06,33.6475,33.7039,33.2384,33.45, 1863400
2013-09-05,33.7287,33.9192,33.5595,33.63, 1835900
2013-09-04,33.0971,33.8235,32.9631,33.76, 3525800
2013-09-03,33.1776,33.5091,32.8814, 33.1, 2188700
2013-08-30,33.0764,33.1398,32.7095, 32.9, 1899300
2013-08-29,32.8901,33.1722, 32.742,33.01, 2657200
2013-08-28,33.0688,33.1322,32.8078,32.97, 2223400
2013-08-27,33.2076,33.4262,33.0101,33.13, 2982200
2013-08-26,33.5982,33.9932,33.4219,33.57, 2813100
2013-08-23,33.8275,33.8557,33.5313,33.63, 2378000
2013-08-22,33.0683,34.0839,33.0049,33.83, 4400900
2013-08-21,33.0982,33.3168,32.8937,33.07, 2724800
2013-08-20,32.7468,33.3393,32.5634,33.17, 3207400
2013-08-19, 32.884,33.1026,32.7359,32.75, 2415200
2013-08-16,33.0141,33.3033,32.8096,   33, 5067300
2013-08-15,33.5643,33.9734,33.0424,33.12, 9378200
2013-08-14,32.9834,33.1456,32.7013, 32.8, 2778500
2013-08-13,32.7585,33.1323,32.6104,33.09, 2905300
2013-08-12, 32.365,32.8023,32.2451,32.76, 1743600
2013-08-09, 32.339,32.7693,32.3108, 32.6, 2737800
2013-08-08,32.7985,32.8337,32.1919,32.34, 2380000
2013-08-07,32.3579,32.7669,32.1745,32.64, 2379500
2013-08-06,32.3942,32.5987,32.1685, 32.5, 3188700
2013-08-05,32.6257,32.7244,32.3013, 32.4, 2621800
2013-08-02,32.4843,32.8017,32.4349,32.71, 3354100
2013-08-01,32.0962,32.5828,31.9622,32.47, 3827000
2013-07-31,31.7687, 31.952,31.5006,31.55, 3924700
2013-07-30,32.1237,32.1589,31.6088,31.63, 3903100
2013-07-29,32.1563,32.2339,31.7261,31.98, 2743000
2013-07-26,32.6607,32.8371,32.0401,32.16, 5161800
2013-07-25,32.8818,33.0793,32.7196,32.91, 1985600
2013-07-24,32.9165,33.0153,32.7896,32.98, 2560400
2013-07-23,32.6671, 33.041,32.6671,32.78, 4099200
2013-07-22, 32.608,33.0453,32.5163,33.01, 2565100
2013-07-19, 32.329,32.6464,32.2302,32.59, 1648800
2013-07-18,32.2007,32.4758,32.1232,32.37, 2793500
2013-07-17,32.4098,32.5156,32.1418,32.17, 1671300
2013-07-16, 32.507, 32.775,32.2883,32.38, 2833500
2013-07-15,32.2308,32.6399,32.2167,32.52, 3401100
2013-07-12,32.2912,32.4111,32.1501,32.27, 2766200
2013-07-11,32.2288,32.4334,32.0454,32.25, 2979800
2013-07-10,31.4874,32.1998,31.3957,31.96, 4582100
2013-07-09,  31.46,31.7139,31.2766,31.46, 4859700
2013-07-08,31.3041,31.5087,31.1207,31.29, 3593000
2013-07-05,30.6568,31.2423,30.6145, 31.2, 2932700
2013-07-03,30.2031,30.6546,30.1326,30.45, 2713000
2013-07-02,30.6792,30.9542,30.2913,30.39, 4175100
2013-07-01,30.3592,30.8669,30.2605,30.74, 5988500
2013-06-28,30.3293,30.5479,30.1388,30.16, 7767700
2013-06-27,29.9343,30.4477,29.9061, 30.3, 4816200
2013-06-26,30.3145,30.4482,29.7378,29.78, 5163900
2013-06-25,29.5494,30.1192,29.5494,29.88, 4104100
2013-06-24,29.8514,30.0695,29.5912,29.76, 4013900
2013-06-21,29.9627,30.4058, 29.801,30.23, 5107700
2013-06-20,30.3257,30.3257,29.4394,29.77, 8818400
2013-06-19,31.4681,31.5666,30.5959,30.61, 8116600
2013-06-18,31.2146, 31.517,31.1372,31.51, 3524600
2013-06-17,  31.21,31.5546,31.0764,31.21, 2796300
2013-06-14,31.1892,31.3509,30.8445,30.95, 2345400
2013-06-13, 30.854,31.3392,30.7063,31.29, 3627400
2013-06-12,31.4949,  31.53,30.7986,30.89, 3817500
2013-06-11,31.1034,31.3918,30.9486,31.23, 5472300
2013-06-10,31.8961,31.8961,31.2912,31.46, 3817700
2013-06-07, 31.767,32.3016,31.6123,31.76, 3888500
2013-06-06,31.3013,  31.66,31.0973,31.66, 5284600
2013-06-05,31.8756,31.9178,31.2989,31.32, 3488100
2013-06-04,32.4846,32.6745,31.9219,31.95, 4703200
2013-06-03,32.1085,32.2421,31.6794,32.01, 5158200
2013-05-31,32.2936,32.6875,31.9559,31.97, 6442500
2013-05-30,32.5025,33.0934,32.3619,32.39, 4321100
2013-05-29,32.3408, 32.601,31.9328,32.39, 5062400
2013-05-28,32.4208,33.0187,32.4208,32.66, 6701900
2013-05-24,31.9082,32.1403,31.8308,32.07, 3111100
2013-05-23,32.1419,32.3036,31.7902,32.17, 5280900
2013-05-22,32.8576, 33.385,32.4004,32.52, 7579100
2013-05-21,32.5635,33.0277,32.5002,32.88, 5620900
2013-05-20,31.9852,33.3706,31.9219,32.59, 7966400
2013-05-17,31.6602,32.2299,31.6391,32.04, 4540600
2013-05-16,31.9494,32.2378,31.6259,31.64, 6837600
2013-05-15,31.5814,32.6997,31.5743,32.13,14384000
2013-05-14,30.2336,30.9933,30.1633,30.93, 8503600
2013-05-13,30.5443,30.6357,30.0449,30.27, 5951800
2013-05-10,30.3313,30.8448, 30.275,30.69, 6517600
2013-05-09,30.2263,30.3881,29.9872,30.36, 4415900
2013-05-08,29.8202, 30.207,29.7499, 30.2, 2963500
2013-05-07,29.6653, 29.827,29.4683,29.82, 4926700
2013-05-06,29.1461,29.6244, 29.111,29.54, 3941500
2013-05-03,29.4872,29.9232, 29.213,29.22, 6626700
2013-05-02, 29.177,29.3388,29.0012,29.17, 4805900
2013-05-01,29.1374,29.3625,29.0248,29.06, 3811400
2013-04-30,28.9812,29.3048,28.8053,29.15, 4825100
2013-04-29,29.2866,29.3147,28.8716,29.16, 3552200
2013-04-26,29.8519,29.9433,28.6209,29.05, 7383400
2013-04-25, 30.275,30.4157,30.0008,30.05, 2963600
2013-04-24,30.0486,30.2736,29.8024,30.14, 4222800
2013-04-23,29.6887,30.1318,29.6324,29.97, 4924500
2013-04-22,29.5566,29.7113,29.0714,29.43, 3272000
2013-04-19,29.4626,29.6947,29.2938,29.54, 4297600
2013-04-18,29.3778,29.7154,29.1738,29.42, 5559700
2013-04-17,30.2959, 30.317,29.4872,29.67, 6281200
2013-04-16,30.5692,30.7732,30.1331,30.52, 6298300
2013-04-15,31.2968,31.3249,30.2067,30.27,10833900
2013-04-12,30.6191,31.4981,30.5417,31.47, 8504000
2013-04-11,29.7879,30.8992,29.7738,30.85, 7865700
2013-04-10,29.3473,29.7974,29.3051,29.72, 3032700
2013-04-09,29.3463,29.6276,29.2056,29.29, 2320000
2013-04-08,29.1453,29.3563,28.9554, 29.3, 3348600
2013-04-05,28.6502,29.4381, 28.608,29.22, 6932500
2013-04-04, 28.518,29.1722, 28.518,29.13, 5478300
2013-04-03,28.5774,28.8306,28.3593, 28.5, 7380000
2013-04-02,28.9236,29.0924,28.5508, 28.6, 3291500
2013-04-01,29.4231,29.5286,28.6915,28.79, 3552200
2013-03-28,29.5974,29.5974,29.1894,29.52, 3002900
2013-03-27,29.0361,29.5901,28.9028,29.52, 4711100
2013-03-26,29.0354,  29.33,28.9793,29.33, 3511500
2013-03-25,29.1025,29.2147,28.6115,28.85, 3911000
2013-03-22,29.3087,29.3087,28.6915,28.93, 7615500
2013-03-21,29.7711,29.9885, 29.196,29.21, 6163900
2013-03-20,29.6344,30.0131,29.6133,29.95, 4530100
2013-03-19, 29.937,30.0352,29.1724,29.46, 8732600
2013-03-18,29.7769,29.9452,29.5805,29.84, 2582900
2013-03-15,30.2231,30.3073,30.0688,30.16, 3606300
2013-03-14,30.1766,30.4221,30.1556,30.38, 3970200
2013-03-13,29.8514,30.1951,29.7392,30.16, 3133100
2013-03-12,30.0162,30.1565, 29.869,29.89, 5267200
2013-03-11,30.1462,30.1602,29.2627,30.02, 7650800
2013-03-08,30.5096,30.5237, 30.173,30.18, 4552300
2013-03-07,30.3651,30.4913,30.0214,30.33, 3375100
2013-03-06,30.1617,30.5264,30.0915,30.33, 4189800
2013-03-05,29.7026,30.2917,29.6956,29.92, 4598000
2013-03-04,29.2836,29.5852,29.1223,29.48, 3404300
2013-03-01,28.8839,29.4451,28.5683,29.41, 4319000
2013-02-28,29.3004,29.4968, 29.069,29.09, 4836000
2013-02-27, 28.751,29.3892,28.6387,29.27, 4982800
2013-02-26,28.4846,28.9544, 28.183,28.73, 8647900
2013-02-25,29.5211,29.6123,  28.96,28.96, 5064300
2013-02-22, 29.341,29.5094,29.1657,29.32, 4690200
2013-02-21,29.5577,29.5577,29.0878, 29.2, 4774400
2013-02-20,30.0407,30.0478, 29.606,29.62, 5410300
2013-02-19, 29.599,30.2371, 29.599,30.16, 5754400
2013-02-15,30.4926,31.0256,29.6019,29.63,20489900
2013-02-14,31.3682,31.4103,31.1157,31.27, 5376300
2013-02-13,31.4221,31.7236,31.3309,31.38, 2869300
2013-02-12,31.4232,31.5214,31.2058,31.29, 3318600
2013-02-11,31.6798,31.6868,31.1748,31.28, 4075900
2013-02-08, 31.613,31.8094,31.5639,31.62, 2551100
2013-02-07,31.4928,31.6051,31.1632,31.57, 4393100
2013-02-06,31.3605,31.6481,31.2133,31.62, 3853400
2013-02-05,31.2514,31.6021,31.1041,31.56, 3020400
2013-02-04,31.4187,31.5379,30.7735,31.04, 4852500
2013-02-01,31.6127,32.0195,31.2341,31.76, 3953300
2013-01-31,31.1084,31.4731,31.0803,31.41, 4729900
2013-01-30,31.2662,31.4837,30.9787,31.14, 4113900
2013-01-29,31.5344,31.5485,31.2118,31.31, 4125900
2013-01-28, 31.697,31.8654,31.5076,31.69, 3315100
2013-01-25,31.3673,31.9423,31.3252,31.76, 4427900
2013-01-24,31.2499,31.6987,31.1587,31.32, 4350600
2013-01-23,31.2383,31.2944,30.9438,31.07, 3741000
2013-01-22,30.8331, 31.317,30.7559,31.31, 3164200
2013-01-18,30.8899, 30.967,30.5673,30.96, 3335100
2013-01-17,30.6087,31.1628,30.5245,30.77, 6639400
2013-01-16,30.2601,30.3232,30.0638,30.19, 3019500
2013-01-15,30.2669,30.4282,30.0424,30.33, 4768900
2013-01-14,30.4628,  30.54,30.0841,30.54, 3229100
2013-01-11,30.6213,30.8528,30.4109,30.46, 3244800
2013-01-10, 30.609,30.9456,30.3915,30.63, 5520800
2013-01-09,30.1546,30.4701,29.9372, 30.4, 5738000
2013-01-08,29.7823,29.9997,29.5229, 29.6, 3896900
2013-01-07,29.8751,30.0153,29.7208,29.84, 3589500
2013-01-04, 29.555,30.1231,29.3586,30.06, 6432900
2013-01-03,29.4169,29.5572,29.1644,29.48, 5751800
2013-01-02,29.5734,29.5734,28.8581,29.37, 8790200
2012-12-31,27.8334, 28.731,27.7983,28.71, 4707900
2012-12-28,28.2035,28.3227, 27.909,27.93, 3250500
2012-12-27,28.6262,28.6753,28.0582, 28.5, 2823700
2012-12-26,28.7639,28.8479, 28.526,28.61, 3578300
2012-12-24,28.6041,   28.8,28.5271,28.73, 1560000
2012-12-21,28.4611,  28.72,27.7475,28.72, 6592700
2012-12-20,28.3942, 28.961,28.2823,28.94, 5324600
2012-12-19,29.0227,29.0367, 28.393, 28.4, 6632500
2012-12-18,28.5192,29.2049,28.4422,28.96, 6499000
2012-12-17,27.9683, 28.535,27.8214, 28.5, 4829500
2012-12-14, 27.789,28.1738,27.7751,27.88, 3679400
2012-12-13,28.2527,28.2737,27.7281,27.84, 4854800
2012-12-12,27.8433,28.5709,27.7733,28.34, 8645900
2012-12-11,27.1152,27.9479,27.1012,27.78, 6233800
2012-12-10,26.4482, 27.043,26.3853,26.98, 4262200
2012-12-07,26.9327,26.9397, 26.429,26.45, 4650300
2012-12-06,26.9639,27.1108,26.6701,26.81, 4989000
2012-12-05,26.6862,27.2529,26.6512,27.05, 5490600
2012-12-04,26.5541, 26.743,26.3721,26.68, 3059400
2012-12-03,27.0057,27.2156, 26.502,26.53, 3794900
2012-11-30, 26.846,26.9229,26.5801,26.79, 3363900
2012-11-29,26.6451,26.9879,26.5892,26.82, 5551200
2012-11-28,25.9654, 26.595,25.8325,26.56, 4828700
2012-11-27, 26.134,26.3369,25.8682,26.12, 4802700
2012-11-26,25.6644,  26.21,25.5944,26.21, 4589600
2012-11-23,25.2963, 25.821,25.1914, 25.8, 3140300
2012-11-21,25.4058,25.5107,24.9301,25.07, 5597500
2012-11-20,25.1421,25.8277,25.0442,25.38,14707900
2012-11-19,25.8902,26.5688,25.8902,26.24, 7159400
2012-11-16, 25.036, 25.078,24.7982,25.05, 9231100
2012-11-15,25.2828,25.6326, 24.968,25.01, 7306100
2012-11-14,25.4759,25.7067, 25.252,25.28, 4431100
2012-11-13,25.6509,25.7838, 25.392,25.42, 4949800
